                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    153,                 0.4835,                0.41106,                  1.015,                0.93578,                0.87205,                0.94892,                0.77564,                0.84328,                0.54659,                 1.2882,             0.00016597,             0.00016597,             0.00016597
                    154,                0.47526,                0.39557,                  1.009,                0.91031,                0.86483,                0.94518,                0.78188,                0.81401,                0.58868,                 1.2684,             0.00016487,             0.00016487,             0.00016487
                    155,                0.48165,                0.41016,                 1.0186,                0.92955,                0.86184,                0.93814,                0.75875,                0.84444,                0.57732,                 1.3119,             0.00016377,             0.00016377,             0.00016377
                    156,                0.49116,                0.43348,                 1.0153,                0.92886,                0.87323,                 0.9306,                0.76757,                0.82311,                0.56811,                 1.2892,             0.00016267,             0.00016267,             0.00016267
                    157,                0.49021,                0.41601,                 1.0134,                0.91344,                0.88199,                0.94752,                0.78301,                0.80226,                0.57858,                  1.274,             0.00016157,             0.00016157,             0.00016157
                    158,                0.48745,                0.40963,                  1.016,                0.91153,                0.90067,                0.95489,                0.77922,                0.84093,                0.55366,                 1.2933,             0.00016047,             0.00016047,             0.00016047
                    159,                 0.4589,                0.40325,                0.99936,                0.92941,                0.86895,                0.94414,                  0.784,                0.77854,                0.54193,                 1.2486,             0.00015937,             0.00015937,             0.00015937
                    160,                0.47125,                0.40275,                  1.006,                0.92777,                0.87264,                0.93935,                0.78348,                0.78737,                0.58558,                 1.2497,             0.00015827,             0.00015827,             0.00015827
                    161,                0.47297,                0.40021,                 1.0134,                0.92179,                0.88473,                0.93486,                0.76521,                0.82673,                0.58059,                 1.3077,             0.00015718,             0.00015718,             0.00015718
                    162,                0.47831,                0.40486,                 1.0084,                0.89616,                0.87605,                0.93486,                0.77533,                 0.8076,                0.58528,                 1.2607,             0.00015608,             0.00015608,             0.00015608
                    163,                0.47715,                 0.3962,                 1.0114,                 0.9287,                0.85967,                0.92654,                 0.7527,                0.86272,                0.59041,                 1.3524,             0.00015498,             0.00015498,             0.00015498
                    164,                0.48036,                0.40601,                 1.0152,                0.93954,                0.85895,                0.92571,                0.74282,                0.90992,                0.58997,                 1.3759,             0.00015388,             0.00015388,             0.00015388
                    165,                0.48041,                0.40104,                 1.0086,                0.92887,                0.85846,                0.92962,                0.76069,                0.82093,                0.58786,                 1.2843,             0.00015278,             0.00015278,             0.00015278
                    166,                0.46531,                0.38593,                 1.0075,                0.92424,                 0.8395,                0.93501,                0.77024,                 0.8118,                0.58581,                 1.2733,             0.00015168,             0.00015168,             0.00015168
                    167,                0.48455,                0.40708,                  1.014,                0.93215,                0.84831,                0.93672,                0.76558,                0.83662,                0.56871,                 1.2889,             0.00015058,             0.00015058,             0.00015058
                    168,                0.46665,                 0.3887,                 1.0079,                0.90568,                 0.8802,                0.93938,                0.76466,                0.86473,                0.56996,                 1.3029,             0.00014948,             0.00014948,             0.00014948
                    169,                0.47113,                0.40452,                 1.0048,                 0.9007,                 0.8749,                0.93701,                0.78572,                0.78426,                0.56827,                 1.2468,             0.00014838,             0.00014838,             0.00014838
                    170,                0.46644,                0.39604,                 1.0062,                0.93876,                0.87815,                0.94875,                0.77667,                0.84179,                0.53465,                  1.319,             0.00014729,             0.00014729,             0.00014729
                    171,                0.47233,                0.38761,                 1.0026,                0.93994,                0.89371,                0.95245,                0.77235,                0.84667,                0.53045,                 1.3148,             0.00014619,             0.00014619,             0.00014619
                    172,                 0.4553,                0.38049,                0.99559,                0.93025,                0.87475,                0.94752,                0.77677,                0.81587,                0.55381,                 1.2732,             0.00014509,             0.00014509,             0.00014509
                    173,                0.47069,                0.38766,                 1.0098,                0.93759,                0.88501,                0.94799,                 0.7781,                0.84013,                0.51074,                 1.3062,             0.00014399,             0.00014399,             0.00014399
                    174,                0.46575,                0.36541,                 1.0022,                0.92864,                0.86772,                0.93884,                0.77167,                0.82835,                0.55557,                  1.291,             0.00014289,             0.00014289,             0.00014289
                    175,                 0.4709,                0.39691,                 1.0082,                0.92803,                0.87149,                0.93615,                0.76407,                0.84666,                0.56292,                 1.3164,             0.00014179,             0.00014179,             0.00014179
                    176,                0.46213,                0.37771,                 1.0009,                0.93319,                 0.8786,                 0.9528,                0.78348,                0.80824,                0.53502,                 1.2833,             0.00014069,             0.00014069,             0.00014069
                    177,                0.47292,                0.39204,                  1.012,                0.91526,                0.86562,                0.93312,                0.76895,                0.79199,                  0.549,                 1.2485,             0.00013959,             0.00013959,             0.00013959
                    178,                0.46841,                0.38537,                 1.0004,                0.92212,                0.86902,                0.94694,                0.77216,                0.84061,                0.54418,                 1.3071,             0.00013849,             0.00013849,             0.00013849
                    179,                0.46201,                0.38489,                 1.0074,                0.89696,                0.89188,                0.94703,                0.79423,                0.77699,                0.52063,                  1.238,              0.0001374,              0.0001374,              0.0001374
                    180,                0.46146,                0.38848,                 1.0012,                0.93456,                0.85579,                0.94944,                0.78315,                0.79871,                0.54018,                 1.2695,              0.0001363,              0.0001363,              0.0001363
                    181,                 0.4668,                 0.3819,                 1.0054,                0.92573,                 0.8783,                0.95066,                0.78864,                0.81302,                0.54169,                 1.2897,              0.0001352,              0.0001352,              0.0001352
                    182,                0.46315,                0.38579,                 1.0066,                0.93122,                0.86242,                0.95496,                0.79314,                0.79171,                0.51374,                 1.2603,              0.0001341,              0.0001341,              0.0001341
                    183,                0.45109,                0.37367,                0.99348,                0.92414,                0.86496,                0.96239,                0.79046,                0.82107,                0.51577,                 1.3082,               0.000133,               0.000133,               0.000133
                    184,                0.46043,                0.37736,                 1.0027,                0.91242,                0.88359,                0.96372,                0.78225,                0.82076,                0.51947,                  1.302,              0.0001319,              0.0001319,              0.0001319
                    185,                0.45736,                0.38613,                 1.0035,                0.91501,                0.89192,                0.97263,                0.78827,                0.84118,                0.50681,                 1.3207,              0.0001308,              0.0001308,              0.0001308
                    186,                0.45253,                0.36264,                0.99407,                0.94596,                0.85476,                0.94501,                0.77135,                0.85014,                0.55342,                 1.3335,              0.0001297,              0.0001297,              0.0001297
                    187,                0.44994,                0.36687,                0.99695,                 0.9263,                0.85609,                0.95451,                0.78524,                0.81878,                0.54181,                 1.2851,              0.0001286,              0.0001286,              0.0001286
                    188,                0.45844,                0.36852,                0.99698,                0.92944,                 0.8632,                0.93556,                0.77419,                0.80512,                0.54328,                  1.286,             0.00012751,             0.00012751,             0.00012751
                    189,                0.45606,                0.36813,                0.99642,                0.93109,                 0.8615,                0.95174,                0.80262,                0.75455,                0.50824,                 1.2224,             0.00012641,             0.00012641,             0.00012641
                    190,                0.44193,                0.36202,                0.98946,                0.93454,                0.87021,                0.95641,                0.77829,                0.82959,                0.55069,                 1.3124,             0.00012531,             0.00012531,             0.00012531
                    191,                0.45569,                0.36837,                0.99823,                0.93552,                0.87131,                0.96167,                0.79086,                0.82732,                 0.5069,                 1.3093,             0.00012421,             0.00012421,             0.00012421
                    192,                0.43934,                0.34941,                 0.9928,                0.93256,                0.89121,                  0.955,                0.78871,                0.81959,                0.51814,                    1.3,             0.00012311,             0.00012311,             0.00012311
                    193,                0.44287,                0.35441,                0.98841,                0.90501,                 0.8832,                0.95239,                0.78714,                0.82053,                 0.5512,                 1.3015,             0.00012201,             0.00012201,             0.00012201
                    194,                0.43892,                0.36107,                0.99162,                0.92174,                0.88048,                0.93632,                0.77832,                0.81126,                0.53002,                 1.2876,             0.00012091,             0.00012091,             0.00012091
                    195,                 0.4481,                0.36004,                 0.9919,                0.93024,                0.89011,                0.94022,                 0.7801,                0.81509,                0.53436,                 1.2848,             0.00011981,             0.00011981,             0.00011981
                    196,                0.44383,                0.36182,                0.98724,                 0.9142,                0.87959,                0.95272,                0.78754,                0.82064,                0.54629,                 1.2912,             0.00011871,             0.00011871,             0.00011871
                    197,                0.45158,                0.36346,                0.99554,                0.91781,                0.88032,                 0.9441,                0.78128,                0.80642,                 0.5282,                 1.2827,             0.00011762,             0.00011762,             0.00011762
                    198,                0.44935,                0.37033,                0.99346,                0.92344,                0.86904,                0.94318,                0.78039,                0.80302,                0.53786,                 1.2694,             0.00011652,             0.00011652,             0.00011652
                    199,                 0.4459,                0.37321,                0.99327,                0.91185,                0.89969,                0.94379,                0.78389,                0.82001,                0.52672,                 1.2805,             0.00011542,             0.00011542,             0.00011542
                    200,                0.43478,                0.34587,                 0.9842,                0.92441,                0.87778,                0.94763,                0.78076,                0.84291,                 0.5374,                 1.3119,             0.00011432,             0.00011432,             0.00011432
                    201,                0.42625,                0.34064,                0.98663,                0.92937,                0.87769,                0.95337,                 0.7861,                0.84131,                0.53366,                 1.3235,             0.00011322,             0.00011322,             0.00011322
                    202,                0.44055,                0.35721,                0.99253,                 0.9362,                0.89023,                0.96758,                0.79987,                0.80822,                0.51483,                 1.2892,             0.00011212,             0.00011212,             0.00011212
                    203,                0.44508,                 0.3546,                0.99611,                0.92639,                0.86501,                0.96069,                0.79015,                0.81615,                0.52525,                 1.3012,             0.00011102,             0.00011102,             0.00011102
                    204,                0.43848,                0.34364,                0.98619,                0.88483,                0.89865,                0.95628,                0.78817,                 0.8051,                0.49319,                 1.2848,             0.00010992,             0.00010992,             0.00010992
                    205,                0.44083,                  0.353,                0.99491,                0.91863,                0.86305,                0.95112,                0.77529,                0.83489,                0.53625,                 1.3224,             0.00010882,             0.00010882,             0.00010882
                    206,                0.44076,                0.34294,                0.99267,                0.90799,                0.86479,                0.94306,                0.78182,                0.84043,                0.56714,                 1.3233,             0.00010773,             0.00010773,             0.00010773
